sample_id,sample_stratum,dataset_name,dataset_family,canonical_question_key,question_index,meta_info,pna_year,pna_part,pna_question_number,ground_truth,difficulty,panel_item_accuracy,question_key,dataset_split,language,panel_original_difficulty,panel_original_accuracy,valid_options
medqa_panel4_150_136,medqa_step23_medium,medqa_test,medqa,test:471,471,step2&3,,,,D,medium,0.5,test:471,test,en,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_137,medqa_step23_medium,medqa_test,medqa,test:486,486,step2&3,,,,C,medium,0.6666666666666666,test:486,test,en,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_138,medqa_step23_medium,medqa_test,medqa,test:550,550,step2&3,,,,A,medium,0.5,test:550,test,en,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_139,medqa_step23_medium,medqa_test,medqa,test:581,581,step2&3,,,,D,medium,0.7499999999999999,test:581,test,en,medium,0.7499999999999999,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_140,medqa_step23_medium,medqa_test,medqa,test:594,594,step2&3,,,,D,medium,0.5,test:594,test,en,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_141,medqa_step23_medium,medqa_test,medqa,test:652,652,step2&3,,,,D,medium,0.5,test:652,test,en,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_142,medqa_step23_medium,medqa_test,medqa,test:691,691,step2&3,,,,C,medium,0.75,test:691,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_143,medqa_step23_medium,medqa_test,medqa,test:745,745,step2&3,,,,A,medium,0.5833333333333333,test:745,test,en,medium,0.5833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_144,medqa_step23_medium,medqa_test,medqa,test:908,908,step2&3,,,,C,medium,0.75,test:908,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_145,medqa_step23_medium,medqa_test,medqa,test:934,934,step2&3,,,,B,medium,0.6666666666666666,test:934,test,en,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_146,medqa_step23_medium,medqa_test,medqa,test:936,936,step2&3,,,,B,medium,0.6666666666666666,test:936,test,en,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_147,medqa_step23_medium,medqa_test,medqa,test:944,944,step2&3,,,,E,medium,0.4999999999999999,test:944,test,en,medium,0.4999999999999999,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_148,medqa_step23_medium,medqa_test,medqa,test:961,961,step2&3,,,,A,medium,0.5833333333333333,test:961,test,en,medium,0.5833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_149,medqa_step23_medium,medqa_test,medqa,test:980,980,step2&3,,,,C,medium,0.5833333333333334,test:980,test,en,medium,0.5833333333333334,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_150,medqa_step23_medium,medqa_test,medqa,test:983,983,step2&3,,,,D,medium,0.6666666666666666,test:983,test,en,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_001,pna_easy,pna_all,pna,pna:2018:part_1A:28,25,,2018.0,part_1A,28.0,C,easy,1.0,pna:2018:part_1A:28,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_002,pna_easy,pna_all,pna,pna:2018:part_1A:52,49,,2018.0,part_1A,52.0,D,easy,1.0,pna:2018:part_1A:52,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_003,pna_easy,pna_all,pna,pna:2018:part_1A:63,60,,2018.0,part_1A,63.0,E,easy,1.0,pna:2018:part_1A:63,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_004,pna_easy,pna_all,pna,pna:2018:part_1A:64,61,,2018.0,part_1A,64.0,C,easy,1.0,pna:2018:part_1A:64,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_005,pna_easy,pna_all,pna,pna:2018:part_1A:68,65,,2018.0,part_1A,68.0,A,easy,0.8333333333333333,pna:2018:part_1A:68,eval,pt,easy,0.8333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_006,pna_easy,pna_all,pna,pna:2018:part_1A:9,8,,2018.0,part_1A,9.0,A,easy,1.0,pna:2018:part_1A:9,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_007,pna_easy,pna_all,pna,pna:2018:part_2A:144,137,,2018.0,part_2A,144.0,B,easy,1.0,pna:2018:part_2A:144,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_008,pna_easy,pna_all,pna,pna:2019:part_1A:11,152,,2019.0,part_1A,11.0,A,easy,0.8333333333333333,pna:2019:part_1A:11,eval,pt,easy,0.8333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_009,pna_easy,pna_all,pna,pna:2019:part_2A:100,236,,2019.0,part_2A,100.0,E,easy,1.0,pna:2019:part_2A:100,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_010,pna_easy,pna_all,pna,pna:2019:part_2A:109,245,,2019.0,part_2A,109.0,C,easy,1.0,pna:2019:part_2A:109,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_011,pna_easy,pna_all,pna,pna:2019:part_2A:135,266,,2019.0,part_2A,135.0,B,easy,1.0,pna:2019:part_2A:135,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_012,pna_easy,pna_all,pna,pna:2019:part_2A:138,269,,2019.0,part_2A,138.0,D,easy,1.0,pna:2019:part_2A:138,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_013,pna_easy,pna_all,pna,pna:2020:part_1A:14,294,,2020.0,part_1A,14.0,A,easy,1.0,pna:2020:part_1A:14,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_014,pna_easy,pna_all,pna,pna:2020:part_1A:16,296,,2020.0,part_1A,16.0,A,easy,1.0,pna:2020:part_1A:16,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_015,pna_easy,pna_all,pna,pna:2020:part_1A:31,310,,2020.0,part_1A,31.0,E,easy,1.0,pna:2020:part_1A:31,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_016,pna_easy,pna_all,pna,pna:2020:part_1A:52,329,,2020.0,part_1A,52.0,B,easy,1.0,pna:2020:part_1A:52,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_017,pna_easy,pna_all,pna,pna:2020:part_1A:64,339,,2020.0,part_1A,64.0,A,easy,1.0,pna:2020:part_1A:64,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_018,pna_easy,pna_all,pna,pna:2020:part_1A:73,348,,2020.0,part_1A,73.0,B,easy,1.0,pna:2020:part_1A:73,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_019,pna_easy,pna_all,pna,pna:2020:part_1A:9,289,,2020.0,part_1A,9.0,D,easy,0.9166666666666666,pna:2020:part_1A:9,eval,pt,easy,0.9166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_020,pna_easy,pna_all,pna,pna:2020:part_2A:123,394,,2020.0,part_2A,123.0,B,easy,1.0,pna:2020:part_2A:123,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_021,pna_easy,pna_all,pna,pna:2020:part_2A:94,367,,2020.0,part_2A,94.0,B,easy,0.9166666666666666,pna:2020:part_2A:94,eval,pt,easy,0.9166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_022,pna_easy,pna_all,pna,pna:2021:part_1A:22,441,,2021.0,part_1A,22.0,E,easy,1.0,pna:2021:part_1A:22,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_023,pna_easy,pna_all,pna,pna:2021:part_1A:30,449,,2021.0,part_1A,30.0,A,easy,1.0,pna:2021:part_1A:30,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_024,pna_easy,pna_all,pna,pna:2021:part_1A:60,477,,2021.0,part_1A,60.0,E,easy,1.0,pna:2021:part_1A:60,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_025,pna_easy,pna_all,pna,pna:2021:part_1A:66,483,,2021.0,part_1A,66.0,B,easy,1.0,pna:2021:part_1A:66,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_026,pna_easy,pna_all,pna,pna:2021:part_2A:125,537,,2021.0,part_2A,125.0,B,easy,1.0,pna:2021:part_2A:125,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_027,pna_easy,pna_all,pna,pna:2021:part_2A:137,549,,2021.0,part_2A,137.0,C,easy,0.8333333333333333,pna:2021:part_2A:137,eval,pt,easy,0.8333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_028,pna_easy,pna_all,pna,pna:2022:part_1A:24,584,,2022.0,part_1A,24.0,B,easy,1.0,pna:2022:part_1A:24,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_029,pna_easy,pna_all,pna,pna:2022:part_1A:27,587,,2022.0,part_1A,27.0,B,easy,1.0,pna:2022:part_1A:27,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_030,pna_easy,pna_all,pna,pna:2022:part_1A:59,617,,2022.0,part_1A,59.0,D,easy,1.0,pna:2022:part_1A:59,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_031,pna_easy,pna_all,pna,pna:2022:part_2A:113,670,,2022.0,part_2A,113.0,C,easy,1.0,pna:2022:part_2A:113,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_032,pna_easy,pna_all,pna,pna:2022:part_2A:83,640,,2022.0,part_2A,83.0,A,easy,1.0,pna:2022:part_2A:83,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_033,pna_easy,pna_all,pna,pna:2023:part_1A:36,740,,2023.0,part_1A,36.0,B,easy,1.0,pna:2023:part_1A:36,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_034,pna_easy,pna_all,pna,pna:2023:part_1A:68,772,,2023.0,part_1A,68.0,C,easy,0.9166666666666666,pna:2023:part_1A:68,eval,pt,easy,0.9166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_035,pna_easy,pna_all,pna,pna:2023:part_1A:71,775,,2023.0,part_1A,71.0,C,easy,1.0,pna:2023:part_1A:71,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_036,pna_easy,pna_all,pna,pna:2023:part_2A:124,824,,2023.0,part_2A,124.0,E,easy,0.8333333333333334,pna:2023:part_2A:124,eval,pt,easy,0.8333333333333334,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_037,pna_easy,pna_all,pna,pna:2023:part_2A:141,841,,2023.0,part_2A,141.0,B,easy,1.0,pna:2023:part_2A:141,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_038,pna_easy,pna_all,pna,pna:2023:part_2A:91,794,,2023.0,part_2A,91.0,A,easy,1.0,pna:2023:part_2A:91,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_039,pna_easy,pna_all,pna,pna:2024:part_1A:57,905,,2024.0,part_1A,57.0,E,easy,0.8333333333333334,pna:2024:part_1A:57,eval,pt,easy,0.8333333333333334,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_040,pna_easy,pna_all,pna,pna:2024:part_2A:129,970,,2024.0,part_2A,129.0,B,easy,0.8333333333333333,pna:2024:part_2A:129,eval,pt,easy,0.8333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_041,pna_easy,pna_all,pna,pna:2024:part_2A:134,975,,2024.0,part_2A,134.0,E,easy,1.0,pna:2024:part_2A:134,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_042,pna_easy,pna_all,pna,pna:2024:part_2A:138,979,,2024.0,part_2A,138.0,A,easy,1.0,pna:2024:part_2A:138,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_043,pna_easy,pna_all,pna,pna:2024:part_2A:150,991,,2024.0,part_2A,150.0,A,easy,0.9166666666666666,pna:2024:part_2A:150,eval,pt,easy,0.9166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_044,pna_easy,pna_all,pna,pna:2024:part_2A:96,940,,2024.0,part_2A,96.0,A,easy,1.0,pna:2024:part_2A:96,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_045,pna_easy,pna_all,pna,pna:2025:part_1A:23,1014,,2025.0,part_1A,23.0,B,easy,1.0,pna:2025:part_1A:23,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_046,pna_easy,pna_all,pna,pna:2025:part_1A:4,995,,2025.0,part_1A,4.0,A,easy,1.0,pna:2025:part_1A:4,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_047,pna_easy,pna_all,pna,pna:2025:part_1A:59,1048,,2025.0,part_1A,59.0,D,easy,1.0,pna:2025:part_1A:59,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_048,pna_easy,pna_all,pna,pna:2025:part_1A:8,999,,2025.0,part_1A,8.0,A,easy,0.8333333333333333,pna:2025:part_1A:8,eval,pt,easy,0.8333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_049,pna_easy,pna_all,pna,pna:2025:part_2A:106,1089,,2025.0,part_2A,106.0,B,easy,1.0,pna:2025:part_2A:106,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_050,pna_easy,pna_all,pna,pna:2025:part_2A:148,1130,,2025.0,part_2A,148.0,C,easy,1.0,pna:2025:part_2A:148,eval,pt,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_051,pna_hard,pna_all,pna,pna:2018:part_1A:42,39,,2018.0,part_1A,42.0,D,hard,0.0,pna:2018:part_1A:42,eval,pt,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_052,pna_hard,pna_all,pna,pna:2018:part_1A:59,56,,2018.0,part_1A,59.0,A,hard,0.0833333333333333,pna:2018:part_1A:59,eval,pt,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_053,pna_hard,pna_all,pna,pna:2018:part_1A:6,5,,2018.0,part_1A,6.0,C,hard,0.0,pna:2018:part_1A:6,eval,pt,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_054,pna_hard,pna_all,pna,pna:2018:part_1A:74,71,,2018.0,part_1A,74.0,E,hard,0.0833333333333333,pna:2018:part_1A:74,eval,pt,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_055,pna_hard,pna_all,pna,pna:2018:part_2A:113,107,,2018.0,part_2A,113.0,E,hard,0.3333333333333333,pna:2018:part_2A:113,eval,pt,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_056,pna_hard,pna_all,pna,pna:2019:part_1A:44,182,,2019.0,part_1A,44.0,A,hard,0.1666666666666666,pna:2019:part_1A:44,eval,pt,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_057,pna_hard,pna_all,pna,pna:2019:part_1A:75,211,,2019.0,part_1A,75.0,E,hard,0.25,pna:2019:part_1A:75,eval,pt,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_058,pna_hard,pna_all,pna,pna:2019:part_2A:103,239,,2019.0,part_2A,103.0,C,hard,0.25,pna:2019:part_2A:103,eval,pt,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_059,pna_hard,pna_all,pna,pna:2019:part_2A:122,254,,2019.0,part_2A,122.0,D,hard,0.0833333333333333,pna:2019:part_2A:122,eval,pt,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_060,pna_hard,pna_all,pna,pna:2020:part_1A:10,290,,2020.0,part_1A,10.0,A,hard,0.0,pna:2020:part_1A:10,eval,pt,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_061,pna_hard,pna_all,pna,pna:2020:part_1A:2,282,,2020.0,part_1A,2.0,A,hard,0.25,pna:2020:part_1A:2,eval,pt,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_062,pna_hard,pna_all,pna,pna:2020:part_1A:27,306,,2020.0,part_1A,27.0,A,hard,0.0,pna:2020:part_1A:27,eval,pt,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_063,pna_hard,pna_all,pna,pna:2020:part_1A:70,345,,2020.0,part_1A,70.0,D,hard,0.25,pna:2020:part_1A:70,eval,pt,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_064,pna_hard,pna_all,pna,pna:2020:part_2A:105,377,,2020.0,part_2A,105.0,C,hard,0.0,pna:2020:part_2A:105,eval,pt,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_065,pna_hard,pna_all,pna,pna:2021:part_1A:18,437,,2021.0,part_1A,18.0,D,hard,0.1666666666666666,pna:2021:part_1A:18,eval,pt,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_066,pna_hard,pna_all,pna,pna:2021:part_1A:46,464,,2021.0,part_1A,46.0,C,hard,0.0833333333333333,pna:2021:part_1A:46,eval,pt,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_067,pna_hard,pna_all,pna,pna:2021:part_1A:5,424,,2021.0,part_1A,5.0,D,hard,0.3333333333333333,pna:2021:part_1A:5,eval,pt,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_068,pna_hard,pna_all,pna,pna:2021:part_1A:61,478,,2021.0,part_1A,61.0,D,hard,0.1666666666666666,pna:2021:part_1A:61,eval,pt,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_069,pna_hard,pna_all,pna,pna:2021:part_1A:68,485,,2021.0,part_1A,68.0,C,hard,0.0833333333333333,pna:2021:part_1A:68,eval,pt,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_070,pna_hard,pna_all,pna,pna:2021:part_1A:71,488,,2021.0,part_1A,71.0,A,hard,0.25,pna:2021:part_1A:71,eval,pt,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_071,pna_hard,pna_all,pna,pna:2021:part_2A:100,514,,2021.0,part_2A,100.0,E,hard,0.25,pna:2021:part_2A:100,eval,pt,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_072,pna_hard,pna_all,pna,pna:2021:part_2A:113,525,,2021.0,part_2A,113.0,A,hard,0.0833333333333333,pna:2021:part_2A:113,eval,pt,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_073,pna_hard,pna_all,pna,pna:2021:part_2A:116,528,,2021.0,part_2A,116.0,C,hard,0.0833333333333333,pna:2021:part_2A:116,eval,pt,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_074,pna_hard,pna_all,pna,pna:2021:part_2A:129,541,,2021.0,part_2A,129.0,A,hard,0.3333333333333333,pna:2021:part_2A:129,eval,pt,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_075,pna_hard,pna_all,pna,pna:2021:part_2A:90,505,,2021.0,part_2A,90.0,D,hard,0.3333333333333333,pna:2021:part_2A:90,eval,pt,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_076,pna_hard,pna_all,pna,pna:2021:part_2A:95,509,,2021.0,part_2A,95.0,B,hard,0.3333333333333333,pna:2021:part_2A:95,eval,pt,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_077,pna_hard,pna_all,pna,pna:2022:part_1A:11,571,,2022.0,part_1A,11.0,C,hard,0.25,pna:2022:part_1A:11,eval,pt,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_078,pna_hard,pna_all,pna,pna:2022:part_1A:17,577,,2022.0,part_1A,17.0,D,hard,0.1666666666666666,pna:2022:part_1A:17,eval,pt,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_079,pna_hard,pna_all,pna,pna:2022:part_1A:19,579,,2022.0,part_1A,19.0,B,hard,0.0,pna:2022:part_1A:19,eval,pt,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_080,pna_hard,pna_all,pna,pna:2022:part_1A:23,583,,2022.0,part_1A,23.0,E,hard,0.0833333333333333,pna:2022:part_1A:23,eval,pt,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_081,pna_hard,pna_all,pna,pna:2022:part_1A:51,609,,2022.0,part_1A,51.0,C,hard,0.3333333333333333,pna:2022:part_1A:51,eval,pt,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_082,pna_hard,pna_all,pna,pna:2022:part_1A:64,622,,2022.0,part_1A,64.0,A,hard,0.1666666666666666,pna:2022:part_1A:64,eval,pt,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_083,pna_hard,pna_all,pna,pna:2022:part_2A:100,657,,2022.0,part_2A,100.0,A,hard,0.1666666666666666,pna:2022:part_2A:100,eval,pt,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_084,pna_hard,pna_all,pna,pna:2022:part_2A:132,689,,2022.0,part_2A,132.0,A,hard,0.25,pna:2022:part_2A:132,eval,pt,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_085,pna_hard,pna_all,pna,pna:2022:part_2A:138,695,,2022.0,part_2A,138.0,A,hard,0.0,pna:2022:part_2A:138,eval,pt,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_086,pna_hard,pna_all,pna,pna:2023:part_1A:31,735,,2023.0,part_1A,31.0,D,hard,0.25,pna:2023:part_1A:31,eval,pt,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_087,pna_hard,pna_all,pna,pna:2023:part_1A:34,738,,2023.0,part_1A,34.0,E,hard,0.3333333333333333,pna:2023:part_1A:34,eval,pt,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_088,pna_hard,pna_all,pna,pna:2023:part_1A:52,756,,2023.0,part_1A,52.0,C,hard,0.25,pna:2023:part_1A:52,eval,pt,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_089,pna_hard,pna_all,pna,pna:2023:part_2A:81,784,,2023.0,part_2A,81.0,E,hard,0.1666666666666666,pna:2023:part_2A:81,eval,pt,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_090,pna_hard,pna_all,pna,pna:2023:part_2A:87,790,,2023.0,part_2A,87.0,B,hard,0.0833333333333333,pna:2023:part_2A:87,eval,pt,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_091,pna_hard,pna_all,pna,pna:2024:part_1A:12,861,,2024.0,part_1A,12.0,B,hard,0.3333333333333333,pna:2024:part_1A:12,eval,pt,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_092,pna_hard,pna_all,pna,pna:2024:part_1A:31,879,,2024.0,part_1A,31.0,C,hard,0.0,pna:2024:part_1A:31,eval,pt,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_093,pna_hard,pna_all,pna,pna:2024:part_1A:44,892,,2024.0,part_1A,44.0,E,hard,0.25,pna:2024:part_1A:44,eval,pt,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_094,pna_hard,pna_all,pna,pna:2024:part_1A:9,858,,2024.0,part_1A,9.0,A,hard,0.0,pna:2024:part_1A:9,eval,pt,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_095,pna_hard,pna_all,pna,pna:2024:part_2A:92,936,,2024.0,part_2A,92.0,C,hard,0.0,pna:2024:part_2A:92,eval,pt,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_096,pna_hard,pna_all,pna,pna:2024:part_2A:93,937,,2024.0,part_2A,93.0,A,hard,0.0,pna:2024:part_2A:93,eval,pt,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_097,pna_hard,pna_all,pna,pna:2025:part_1A:42,1031,,2025.0,part_1A,42.0,E,hard,0.0,pna:2025:part_1A:42,eval,pt,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_098,pna_hard,pna_all,pna,pna:2025:part_1A:72,1058,,2025.0,part_1A,72.0,C,hard,0.0833333333333333,pna:2025:part_1A:72,eval,pt,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_099,pna_hard,pna_all,pna,pna:2025:part_2A:118,1101,,2025.0,part_2A,118.0,E,hard,0.0,pna:2025:part_2A:118,eval,pt,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_100,pna_hard,pna_all,pna,pna:2025:part_2A:130,1113,,2025.0,part_2A,130.0,B,hard,0.3333333333333333,pna:2025:part_2A:130,eval,pt,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_101,pna_medium,pna_all,pna,pna:2018:part_1A:20,17,,2018.0,part_1A,20.0,A,medium,0.5,pna:2018:part_1A:20,eval,pt,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
